sentences,values
paduka ladang habis makan hama sisa pupuk ladang coba jual dagang pasar tanam ladang ajar hama ladang subur telah,0
orde din syamsuddin amien rais amien muadzin teriak presiden ganti imam nya orang ucap din syamsuddin terbukt,0
gufron si jawa goblok parah nabi akui bahasa burung jin bri terima kalo suku lu si iq rendah,1
konten ya netizen hujat,0
allah jablay bawa bawa si fia bhahahahak iya jimin cuteness nya nih sial emang,1
percaya negara suatu jajah rana kes bubar sistem beraja negara jadi negara republik komunis negara jaja,0
enak tuh ngentot normal,1
iya anjir dah bolot tuli,1
lesbi sih lesbi lesbi hati bwos semena mena lantas lo miliki ngebucinin lo cuman cadang,0
sarap nih dukung prabowo,1
dayak amal ilmu lelaki perempuan mati urat seks putus,0
tolol yh dukung rezim kaya,1
bangkai kian busuk laku hirup cari hirup kau diam kau bangke kian busuk cari kesal bau,0
presiden joko widodo resmi cabut proyek daftar proyek strategis nasional psn alas,0
presiden jokowi optimis indonesia cerah,0
awas budek musik pake henset yy,0
tau gue bank tuh deh nukar valuta asing toko toko jual emas gtau bni si,0
pasti prabowo maju pilpres pilkada serentak,0
arjuna juang negara muhammad akui nabi nista bangsa guling perintah,1
daftar agama asli nusantara percaya islam katolik kristen protestan buddha hindu kong hu,0
hakim lucu makan gizi nih sisa lokal lawak hari kemaren,0
mbah fatwa kalo bicara asu papa ikut nama orang siap asu,1
rezim panik takut tagar,0
tuju maaf nista agama kitab suci wahyu allah tafsir apa sakit hati peluk agama biar allah ganjar sesuai dasar,0
keluarga pki negara pancasila bhinneka tunggal ika keluarga nya,0
si kutil babi leceh pribumi umat islam,1
wakil gubernur dki hebat,0
lrt anjir gue ketawa sesak nafas,1
indonesia peringkat global muslim melancong index gmti april menteri pariwisata damping ketua tim cepat wisata halal riyanto sofyan asdep budaya oneng setyorini hadir,0
ku aku kau manis kau iblis kau pikir kau,1
bani remason kesi kucing kucing harun yahya kalo bapak penjara sapa kasih makan ngiahahaha,0
kuat sepakat masuk silang budaya dosen dosen lokal tempurung bukti dosen lokal mampu hitung,0
tahun anggota dewan bangga anak pki usia ya,0
kaget anjir mantap penuh kira,1
korupsi era reformasi ya antek antek orba,0
kawan internet kacau kalo murah jelek hitungan lumayan kawan internet kacrut,1
rezim wibu persekusi bong bong,0
blokir tindak dewasa jaga waras kekanak kana sampah tumpuk busuk halaman rumah sapu sapu,0
gue bikin video photo video ucap selamat ultah maki,0
foto tirus kalo video wariorr muka kek donat bentuk,1
capres cawapres ri nih pintar pro kecil otoriter,0
ikut si garong ajar agama dasar fiksi,0
tes tes gua cerita cerita gua cerita dokter forensik hubung langsung makhluk ghoib,0
nya tau si anak nya suka pesta hamil nikah heran banget samain bunda maria heran hamil polisi warga net repot ah ppk jaga kimbek,1
mampus dah bangkrut bandar,1
lo tau ya koar sembarang liat banget lo bego fuck you,1
program lindung sepenuh produk waris budaya ekspresi budaya tradisional hak cipta seniman asyik nang asyik nang,0
lebih suka spiritual agama mas cinta hindu islam katolik budha,0
suruh si munawar mimik kencing onta munawar munafik,1
kenal walpri perempuan pilkada bondowoso radar jember,0
si dongo dah tumpang makan rakyat kerja nyinyir,1
eropa slavia ortodoks kuat melayu malay islam kuat eropa fundamentalis kristen ortodoks garis keras melayu fundamentalis islam garis keras,0
agama hindu karma buat bahasa sansekerta buat apa karma laku jalan,0
gelap gelap rana malam gelap mata rana buta gelap otak tiada ilmu gelap hati tiada agama gelap hidup tiada kerja,0
suruh minum pipis onta bangke abu biar bego,1
tolak propaganda ideologis manusia hadap tuhan dia pakai jubah pendeta lawan ideologis dominasi spiritual gereja katholik capai puncak era refo,0
mampus perek duri dunia bajing eneg abis,1
anjing pukimak diam kau banyak tahi babi kau borjong pukimak bikin bising dasar kau anjing mulyono diam kau bodat,1
wow gera dunia spanduk edar turki jepang jerman inggris,0
kristen nusantara wohh kristen provinsi hkbp gbkp gkps contoh sumut gkj gkp jawa pake doa bahasa unsur budaya masuk,0
ih kidung gemes banget bayi bayi kalo nenen kaya neng gitu,0
malaysia ledek tutor kalah vietnam alah itil lolos kagak negara lu,1
tuduh konsisten sih tuduh gus liberal komunis,0
fuck ustad bajing sial,1
coba pap pas hun nete lu percaya,1
ganti kafir syiah jil komunis,0
rakyat hidup susah rezim jokowi russia,0
cuitan bikin netizen suudzon rangin ngentot,1
madinah negara pimpin rasulullah lanjut khulafur rasyidin bukti rasul kirim surat negara janji negara atur ekonomi masyarakat jihad lawa,0
gede banget barang anjing,1
foto lombatari sekolahdasar lks lombaketerampilansiswa sekolah tengah juru pembeatan adatgorontalo gadis anjak remaja ccu sebrang kultur understanding universitas,0
gas batas nolelah mula,0
suka kurang jauh lupa isengin titit doang biar om teman pingkal hahajaaha,1
cuit ulang hijab sange entot bagian blowjob kontol hijab ngentot hijab sepong kontol sange berat san,1
udik gue abis minum soda langsung sakit tenggorok sih kemarin paket minum soda ya lemon langsung kayak pilek sakit tenggorok bangun tidur minum es es es gula campur sensitif,1
gue tahap muak liat muka bahlil anjing tuyul afrika,1
baya kemarin menang inggris kalah timnas kalah kalahe karo malaysia kawan ah tai mencret kabeh,1
teriak allah hu barbar rusak telinga fahri diskusi buang islam dpr,1
hadir acara partai koalisi dukung pasang gubernur jatim nomor urut,0
anjing anjing wujud manusia anjing asli wujud aowkwkw,1
cie butuh dunia internasional ya ya teriak antek aseng asing asong kopar kapir ya,1
bangsat kontol orang lo,1
burung onta tinggal nya mars makan gila,0
katolik kristen reformis protestan giat nya bereukumene rangka satu ikut kristus hierarki persis zaman,0
hibur malam minggu manusia goblok permanen sadar dsh bayi otak rendam air ketuban gara minum kencing habib onta,1
siap malam jumat si tante girang ngentot kontol berondong aksi keren situs judi bola daring,1
islam hindu kek pas,0
cemilan praun kulit buaya,0
presiden lapor jajar kait detail siap infrastruktur transportasi lokasi tanding kesiap atlet indonesia laga,0
bodoh paksa periode cebong oh cebong,1
tegas enak rendang pro aseng pro antagonis,0
pilih masuk akal satu kader jawa orator soekarno gelora bawa militansi kader titik tinggi,0
banci kaleng langsung turun drastis pakai akun palsu banci ya saracen waspada waspada,1
gua galak kasar omong jaga pacar gua terima gua sayang mah ka,0
situasi lintas gatot subroto gedung mpr dpr arah slip pantau ramai lancar,0
cantik eye beholder standar cantik internesyenel cacat buat lesung pipi tambah nikmat ugh,0
bilang suami cengeng suka blok orang politis top mantan tim sukses kafir nista agama laku cemen liberal partisan ngehek,0
anak sekolah zaman sekarang masuk culun lulus orang dungu,1
mas sehat emang edan,1
serang islam mesti orang islam laku sekian orang islam serang islam pelihara kafir seperti salman rusdi lelaki islam simpan uk angkat negara islam,0
woy ngantuk bangke suka masuk pagi,1
kampret gelik gue liat lu belagu orang songong benci jidat lu hah,1
kerja lokal kalo cari patut salah kerja asing beda bicara cari solusi,0
hina orang hati hati kau anggap rendah cermin sombong,0
moga adeknya rafathar anak tangguh kuat cerdas,0
sabtu pagi masyarakat adat badui lanjut jalan kantor gubernur banten kawasan pusat perintah provinsi banten kampung curug kota serang,0
ym masuk lingkar istana rezim musibah umat islam khianat urus dunia,0
bloon lu masak bangun hitung kontruksinya ide study layak dana bebas lahan hitung,1
kampret kecoa hidup makan tai bikin sakit,1
perlahan karirmu ancur kawan lu kebawan,1
sekali cek perintilan eh nilai sangkut silit,1
ahok tuduh nista agama ayat kitab suci quran nista quran surat juz ayat hina ayat kena hukum penjara tinggal ali hukum,0
partai sontoloyo harga orang,1
bajing bolt koneksi kenceng mesti ulang jam,1
nenek berarti bajing mantap,1
tolak lgbt kembang dukung masalah manusia dukung tingkah,0
kek gua paham deh selera bias gua vokal rapp nyanyi gemas sipit,0
perang salib raja afrika bagi babilonia peluk kristen tembakau peluk islam,0
ladang sajak tulis matahari tanah padi jagung pelan pelan tumbuh ulat grayak dendam sni kelola hama padu ulat grayak pedoman teknis,0
jaya suprana kristen guru beliau akui muslim,0
ciri khas cebong lekat kalah data fakta langsung otak porno presiden baru,1
bicara bacot dalem ati,1
ya allah pdkg gampang anjing baca perintah batal saham fp fp bantah telah sepakat divestasi ssham nebar hoax jelek harto,1
hoi gay banci situ kafir ya mengerti islam orang hijrah hijab wajib saudara iman tutup masalalunya negatif dasar kaum laknatullah,1
ngentot sekertaris seksi cerita dewasa memek merah memek basah memek janda,1
orang indonesia waras sehat jasmani rohani percaya presiden jokowi muslim pengaruh dunia kecuali kader anggota gerindra percaya,0
biak kumpul maki hamun buli twitter awak suka anjing liar liar kawan awak serta bangsa anjing anjing,0
tau bego ajar umpat goblok goblok lu,1
momen temu erdogan gubernur indonesia presiden turki,0
asu makan hak asu makan asu curi manusia mana,0
ngentot wc mas yuk,1
umat islam ente fpi hti muslim nista islam bajing muslim mungki buat onar kecut lari tanggung jawab setelah mesum islam islam gilir mesum islam buat onar islam,1
yailaah gilir rame ngebela pas idol mati sedih doang serbu gila sarap ya maaf,1
maksud aseng asing nama,0
asuog wasite picek jingan,1
nih admin akun resmi coba kasih latihan ekonomi biar cuitan admin goblok pengaruh citra partai loh,1
juli ya ulang tahun ku desember tanggal desember ulang tahun ku pas natal ulang tahun ku raya orang kristen dunia,0
kampung sih bicara atas bahas lu maaf level debat lu dungu otak,1
bantu kakak kerja seks syarat gosok pantat telanjang masuk ujung penis vagina basah inses nakadashi,1
kutuk seleweng nick ratu,1
bulug ya muka maaf,1
dungu budak islam allah swt tuhan sosok dungu biadab,1
santuy bang tanggap suka gaya lo,0
freeport ganggu gugat rezim orba bikin janji abadi,0
bencong hasil selingkuh maknya gerwani kuda wowok lahir si onta bencong akun abal,1
ya lo enak bilang rakyat kagak kompeten bagus lo singkir hasrat politik lo bukti anggota dpr isi ampas kek bikin rumus undang kagak cepat,1
apasih gajelas lu bangke,1
caci ulama nya kafir munafik pake otak mu kok,1
duh sekolah katolik turut keluarga emang bagus ortu sekolah anak nya sekolah katolik masuk si adek situ jurus animasi multimedia situ buka,0
islam nusantara paksa kristen nusantara katolik nusantara budha nusantara hindu nusantara rame,0
jahat mana hina kisah silam hidup dosa dosa rana selagi nama manusia lepas silap dosa pendosa liku hidup,0
fuck kafir teroris budha,1
kahwin pe biar landas agama jadi usia halang utama dah kahwin kahwinkanlah tangguh kena bantu orang muda problem,0
mari lengser jadi presiden biar gila tuh ahokers,1
prabowo layak presiden partai calon mengerti bidang ekonomi bangga astaga,0
rembet sedia bea siswa perintah asing,0
jarak alim ulama kelompok politik usaha cipta kesan citra presiden jarak ulama fakta insya allah menang lawan fiksi,0
allah swt halal harta rampas janji rampas muslim buang islam teriak korupsi,1
butuh cowo kontol gede hangat musim hujan horny hawa bikin ingin ngentot ya say cuit ulang,1
aduk aduk jateng dki makan dah pandai ajar pilkada jakarta,0
budaya beli cabe rawit bos,0
pasang calon gubernur wakil gubernur pilih debat buka pilgub jateng malam,0
pkh super cipta lengkap program keluarga harap pkh kembang presiden jokowi pkh super gusipulputi,0
nusantara arti nasionalisasi assets asai asing pimpin sungguh nasionalis patriot nusantara versi proxy tuju lemah tahan nusantara nasional bangsa,0
bagas homo kemarin liat profil grundr,1
oh ya lonet goreng admin yami yt nya selamat ya absolute cema gua sih mending debut debut sampah komunitas mikir debut mending fokus buzzernya chika jilat bersih pernyataan tolol,1
ngepal kontol lo enak,1
melet kaya anjing eh emah anjing,1
ya gih makan tuh hindu nusantara agama rahmat lil alamin agama bumi agama langit kalo islam nusantara ya monggo sesat,1
dangkal otak benci suharto pki,1
polemik mui serang ulama bachtiar nasir,0
tarik ulur kait beda pandang definisi terorisme fraksi fraksi dpr,0
gimana ingat kalo indomarttt bawa tas tambah sampah plastik rumah,0
muslim zalim jerumus aniaya muslim,0
pesona budaya suku kamoro papua rambah wilayah timur swiss kanton st gallen,0
bawang putih sedang kafir haram,1
maaf poto halte taman anggrek tolong nama parman pisah nama podomoro kota nama pahlawan revolusi elok tulis parman podomoro kota,0
iya angkat ridwan kamil sedih banget ya liat monyet nya loh tega kandang buaya kaya inget deh lumut mana kandang gitu,0
klhk upaya perata ekonomi tora kawasan hutan hutan sosial tribun medan,0
foto tiga jablay murah,1
jilat sayang memek mu,1
bani kampret bani kecebong pilih bani adam soal manusia,1
menteri agama bongkar islam dungu biadab umat,1
kesel deh pagi anjing ku gigit perban kaki,1
anjir rasanyaa bekas silit mah,1
bacot lo obok obok tuh,1
tante kunti jtnya lumayan lebaran nih,0
kerjasama kemendes pdtt dorong internet medsos tingkat ekonomi,0
kontol sok mes lu rp muka kek memek tua lu kek monyet agama lu agama kontol,1
gembel cantik wkw dimintain makan,1
kampret tolol orang kayak lo susah kagak mengerti lo kalo salin tempel gitu lkp malas bahas nyodorin salin tempel tau sumber nya payah,1
ebonk suka heboh receh pohon plastik bambu gilir isu ekonomi anjlok tka ilegal raja lela tahan nasional diam emang kapasitas otak kali ya cerna isu,1
bentar sidang beres modar lu,0
keripik kaca maksud gua anjing suuzon lu gua,1
liat pocong dengar suara kunti,0
anggap pro ekonomi rakyat tgb dorong pilpres,0
djarot gubernur dki pilkada,0
band metal main acara akustik emang pintar sih manggung produktif berak helm cebok gelas,1
dukung gnpf ulama kurang kalah aksi tangkap busukmawati hangat tai ayam,1
geng liberal komunis komunisme benar amal dengar geng fasis sosialis nasional komplain ideologi pegang benar amal,0
kawasan karst maros pangkep luas kawasan karst luas indah dunia cina,0
ab cinta tegang olahraga,0
beliau hebat rezim beliau kroasia lolos final piala dunia kalah inggris skor rp kerja kerja kerja,0
gue sih ya bilang sombong gua rasa kalo gua sombong kayak lo maki sombong dikit kek setan,1
bela islam ragu dukung,0
presiden hadir harlah pmii jayapmii,0
terima kasih neng banget kemarin moga pandemi rencana lancar ya,0
bolot idiot berisik lawak kocak penyemangat,1
perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur salam jari gusi pulputi santun,0
ampas buah sayur kandung vitamin serat minum jus ampas nikmat minum kir kunyah,0
lamun jokowi presiden moal angeus tahun eta bandara faham teu ente tolol piara,1
jilat pantat mulyono kadrun,1
muslim nista kitab suci alquran alquran sendiri suku dtik mkna faktual olh umat islam yakin makna sirat fiksi,0
buajingan peduli aksi aksi kemaren murni panggil modal balik duit bajing gegayaan panggil allah modal pakai duit jamaah,1
