sentences,values
kemaren momoland wanna satu liat orang sukses babi pengguna,1
bau korban cowok pintar cakep bikin baper onta,1
hkbp diri pecah kristen katolik zaman jajah belanda nama kristen protestan kristen katolik pecah diri hkbp prtama kali tarutung,0
nih calon cawapres nya mud tua bangke cuwat cuwit nih,1
pura bloon capek deh,1
salam pasek sistem kembang kampung budaya bal advokasi alih hak komunitas rumah adat minangkabau aset daerah rangka kembang wisata,0
iya buka kacamata mata gua sipit kantong mata hitam banget,0
malam kemaren sawah malam rame cek sembur sedot banyu serang hama malam,0
encan eh lu tau gila rumah gue kemaren gue sapu tuh pas uda teras gue liat buka celana pegang titit,1
woy tony bangsat liverpool shit fan tahu liverpool fuck omong kosong suka kota hah anjing,1
berak kamar mandi kecoa ih takut,0
tawar prabowo coba katakan hoax,0
mampus snail bee error,1
baca berita ormas lapor baca puisi ganjar pranowo anggap nista agama cipta gus mus bikin ingat nonton final aff,0
sahabat pulang papua kerja salah kontraktor kerja infrastruktur sedang bangun beliau cerita jauh tinggal rakyat papua banding wilayah negeri syukur pakai jokowi presiden,0
mata sipit bilang kayak korea pas sma bilang salah anggota snsd,0
orang jawa moto buta kuping budek rai gedek hadap rakyat populer hina,0
arianto layak nasihat sih anjir kalo katakan ngebentak kek ledak omong gada filter harga presumption innocence najis tua bangka,1
cantik baju keren warna bikin pangling,0
kau bingkai jahat kimak,1
pakai syariat islam gantung manusia laku negara ateis korupsi minim plus hidup damai sejahtera,0
anjing ya dengar omong orang bangsat,1
bawak kabur si hanggo singapura si monyet diam,1
roti buaya mah nikah,0
sekolah negeri sd sma alami agama data teman teman kristiani hindu budha ajar agama muslim mapel agama isl,0
gubernur indonesia bangga wibawa pimpin,0
kne jaga hati pimpin kafir harbi kau ka,0
artis kalo adalnya kampung gmnin udik kampung segala hp anak gue cemplungin gue beli pake kringat halal hasil ngangkangin laki,1
singkir tangan massal memek nenen adik rangkak arah nakas ambil buttplug gigit buttplug nya rangkak arah mas,1
ketemu arief sok sok cuek biar udik ketemu mata kasih senyum ugh senyum cuek,0
ideal sih tutup si presiden dunia khayal,0
gusur paksa langgar berat ham hak ekonomi sosial budaya mana situ hak huni layak hubung novel baswedan ham hunian layak,0
anjir paypal asu kena biaya nya,1
sih teman gue lo rebut babi emang,1
si anjing npd sasimo sial kek anjing japri ku baca doang anjing salah anjing npd anjing eeh rahasia anjing,1
kakak pintar nyanyi ya suara bagus kak,0
habis sahur jam sibayik nete lemas,0
kenal walpri perempuan pilkada bondowoso,0
dasar bajing bini akui bujang pelan lu sakit hancur mama ku mama ku lu lu pulang ku banting hp lu,1
brengsek banget sih anggota,1
amit amit doer burik kriput posting anjing ogah ngliatnya jijik,1
mel semangat ajar trusssss gampang serah pokok,0
selamat kartini maju perempuan indonesia hari kartini hari kartini,0
freeport tarung semntara ring rupiah hajar babak bur politis ngehek kampanye jokowi antek mamarica,0
wow luar biasa kos jam pagi teriak kek nonton bareng kos suara laki siyaph kek bawa cewe gue doang smp gue pe,0
jokowi kalah demo jokowi kalah rizieq jokowi kalah fpi lengser mending rusak negara bangsat,1
besar ledak bom rusak bahan dunia coret tinta pena hancur semuah adab manusia,0
lokal brand global bidang agama indonesia hindu nusantara beda hindu dunia hindu nusantara hindu dunia lemah hindu dunia kembang,0
makan coklat anjing mencret gitu untung,0
tumbuh ekonomi indonesia luartal,0
mahasiswa teriak anti soeharto orbanya dukung jilat pantat sisa antek soeharto,1
tolol sangku paut lu katakan kecut dasar tolol,1
sulit tutup bocor kapal mana ya ganti kapal,0
laku homok jaman sekarang ngentot langsung video gay lokal hangat,1
partai dukung ppp gelar munas ulama cari cawapres jokowi,0
khofifah menteri prestasi kabinet kerja presiden jokowi barisangussholah,0
ingat orang ingat budek tuli pekak tolol,1
pilih presiden prestasi pengalaman hasil kerja bukti presiden,0
sok tau komentar sok pintar hhmmmm gue gampar bibir pake wedges bencong,1
ayam kampus memek sempit tetek montok,1
puja jokodok sdm rendah dongo,1
golkar ingat bahaya gera kaos ganti presiden suara nasional,0
jongos cina merdeka indonesia cina kasih,1
lihat bagus jamban bikin jamban jamban keluarga juta jamban jamban bangun sanitasi keluarga sehat lingkung ka,0
koruptor pribumi suruh kabur tangkap contoh nazarudin info tangkap bocor kpk nazar imbal usd juta jabat polda antar kawal nazar pesawat cerita kolombia kpk bejat,1
gus ipul mbak puti cipta program pkh super lengkap program keluarga harap pkh kembang presiden jokowi,0
minggu eh mampus layan kalo bikin layan bilang kualitas kacrut,1
putus fans isyana gila keren banget ya otak dua fungsi jalan perintah tangan kaki sama,0
tarik uang rame rame biar modar,0
hyukjae bangsat otak gue traveling mana kunyuk kasih ekspresi begitu,1
lipstick sapu tangan bora diri hati mampus malu makan tuh cipok,1
bosan gaya monoton atu gaya jual citra pasang wajah melas rakyat,0
gue enek urus orang lo tau dasar kepo cewek alay,1
oh cyinta dukung presiden nya permadani ali sera cebong kampret syantik,1
kalo ulama lurus ya caper,0
lu mah budek cuman tuli,1
otak cuman ngentot porno,1
celaka besar orang orang sekutu nya orang orang tunai zakat kafir hidup akhirat fussilat quran,0
sosialisasi aman pangan iswi aula gedung bpom cetak negara,0
jari dah cacat eh,0
hancur pdip serta antek nya kumpul kafirun munafik,1
ragu cantik kak serius,0
anak kayak tua gitu ya muka tasya,1
ingetin bang orang hati tanam sifat ajar iblis orang pastin lntolerans mngadu domba tabur kebncian sara,1
wajar shoot polisi hati bawa bom lihat atas aparat teror elegan,0
dior tahu jisoo lelucon anjir nama asu jisoo tau prince treatment anjing,0
presiden jokowi sorot iklan asi games media massa minim,0
setia usaha agung pas datuk takiyuddin hassan sahkan cuba pinda lembaga pesta presiden pesta,0
kali undang si adi narsum kampung,1
mersing timbal presiden salahuddin ayub,0
jujur lo cuman bacot zonk gue tanya sanggup kerja sempurna menteri hah bacot lo bisenye biangkerok lo zonk,1
asing aseng musim kali bang musim musim plesiran,0
kalo nyinyir tolong bekal tahu wanita katolik wajib pakai tutup kepala,0
kalo beda kartu gsm nama dua kartu keluarga,0
manusia produk dungu pangkat dungu akibat lahir dungu otak dungu wajah dungu doyan hina dungu,1
anies doa amanah istiqomah jalan tugas gubernur dki jakarta,0
akui ustad bilang jancok mata picek sampaikan,1
djarot gubernur sisa jabat periode,0
tambah bukti muhammad nabi gadungan masyarakat tunggu umum,1
dungu orang ganti presiden tau pikir,1
dek sipit sih adek teteh sipit nih kasih liat foto sipit banget adek tau teteh sipit,0
orang nali gus mus ulama wejang wejang sejuk seru islam damai islam rahmat lil alamin,0
kampanye jokowi koar janji tarif listrik bbm cipta lapang kerja nonsens bilang cacat,1
serasa cinta takut cinta ehak berak,1
telkomsel mahal doang koneksi kek burit anjing,1
keren warteg pake taplak meja,0
suka idiot bareng oppa,0
ekor anjing buaya makan jambut,1
om jilat memek nya,1
kom calon ilham presiden dunia,0
itu pasu nasi bungkus,0
teori konspirasi zaman remaja putar artis kalang geng ku sebar video porno rekan kena depak dendam main buka aib,0
agama jalan sana hindu yoga nya hening islam jalan tarekat,0
iya nyuap makan video congor lu mana bangsat jijik mending kalo makan doang bikin lapar mulut video eww,1
keluarga emang berengsek banget gue liat liat urus gue suruh turun tangan gilir urus gue bantu,1
benowo budaya papua filosofi konsep bendera merah putih bendera indonesia satu bas ribu pulau agam budaya indonesia cinta karya anak bangsa,0
opung tenaga kerja china kemampuan khusus buruh pribumi layak bangun proyek perintah tka china kompeten buruh nya juta lapang kerja benar,0
indonesia keturunan society malu membudidayakan orang asing managernyapun asing orang indonesia duli,0
erikontolim manusia babi anak lonte,1
erik sih jelasin pembaruan maaf,0
pens lonte takut listi miskin pecat kaya ya nglonte,1
tau abang puja puji sby presiden ganti jokowi wajar bablas ya abang sayang,0
si monyet menang curang,1
asperger autis pokok berapa beda pasal bully beda indah,0
kali tolak buka lemari nyari benang rajut rajut henti tas pouch clutch taplak teman guru murid ikut ajar,0
anak pmr calon dokter cupu,0
kalo otak ya pake mbak tolol,1
dengar anak bas bicara tuhan tuhan orang islam tuhan orang kristen tuhan orang budha tuhan orang hindu tuhan orang kejawen tuhan orang nit sensor suka hukum beda cerdas anak pikir,0
lihat rasa gua rasa tot sma setan,1
mari banyak ajar ilmu agama milik tahu amal buat laku selamat istirahat sobat lazismu bagi bahagia,0
runut data kedaikopi median nama kerucut nama tgb zainul majdi gubernur ntb periode elektabilitas masuk top five,0
jurnalis dengar islam nusantara iseng bilang hindu nusantara kristen nusantara budha nusantra islam agama agama tuh embel,0
mantap rejeki bekah keluarga cari samping jilat kuasa jilat pantat nista agama,1
kaum radikal bani kecebong ikut mukidi nista agama jual ayat politik mesjid,1
nama titit kalo tutut,1
ngulum permen herbal ya tenggorok enak habis konser,0
lempar bom untung mati,0
lgbt diskriminasi kerja mujahid golong lgbt lesbian gay biseksual transgender malaysia hak nikmat hak warga negara,0
islam damai tentram negara negara komunis,0
lanjut langsung kangen liat crot crot,1
kritik jokowi anggap nyinyir bani kolam kritik ujung harus dukung periode lo kritik dukung nyinyir haram definisi kritik ala cebi nalar rusak parah,1
mantap maju binasa salam cebong mania,1
nak cabut jantung zaman main mercun bunyi bom,0
panggil genepin follower ya bong panggil ras masuk kakus cebong dungu berfollower dijit,1
aku siapa orientasi seksual homoseksual biseksual ganggu transgender coret daftar ganggu jiwa cari data valid siapa,0
lift oku cacat otak,0
lemu ireng kafir kawan asu,1
teman teman katolik kelas pra nikah gitu,0
pergi haji arab pulang panggil abah tki pulang arab panggil abah panggil abda,0
mah foto mana foto haddeehh,0
serius leluhur dayak kalo dukun ya bandar togel kaya paro pandai baca orang paro bejat,0
amat presiden tekan bangun insfrasruktur daerah duga bagus kembang ekonomi fokus kota,0
laku jual negara goblok mmpu bangun kaki kaki byr hutang utang bos eeeh bego kaya,1
ya tgb bantu sadar kaum bani cabul bani kampret main ayat ayat suci demo,1
cebong mah gitu kalo,1
cerita laki emang brengsek ya dasar cupu,1
komersial nyawa tumbuh ekonomi ri,0
kalimat bacot doang bukti kalimat maaf kasih solusi butuh,1
moga koalisi bijak tentu calon wakil presiden damping ps pilpres saran harus partai koalisi tokoh lebih jual milik nilai elektoral ayo legowo,0
entot adek mas ah ah mas enjot memek adek,1
mesum dokter ppds nekat rekam mahasiswi mandi indekos cempaka putih,0
japri gua balas tai pulsa ilang woy,1
biadab uus keparat tunggu dimonas cuman koar koar hidup lu anjing,1
cuit ubaid sda takabur lahir kuasa rakyat ulama cendikia iblis makhluk alim ibadah atus laknat hasud takabur,0
islam indah kristen kasih katolik lembut hindu cinta budha dmai jngnlah rsak tali prsaudaraan dmi kpentingan pribadi,0
bodat komunis tolol kau,1
bangsat tolol anjing bangsat anjing tolol bodoh bloon bego ajggggggggg alay anjing bangsat jable,1
kalo turut bang fuck ri susah tuh gilir lembut garong ikan sindir pro asing aseng asong coba mbok kamu kasih sdikit bocor prestasi bikin indonesia bangga,1
iya gue panggil bocil gue kuntet banget kalo upacara panggil eh semampai alias meter lanjot tugimin teriak gitu tau respon bangsat kau tugimin,1
presiden bangun jawa beliau serang isu miring biasa indonesia jawa tuju,0
islam nusantara promosi rezim hindu nusantara budha nusantara kristen nusantara jahat sih masak agama non islam akui negeri,0
paksa banget ingin presiden mas maling uang rakyat gaya pilitiknya pakai ayat mayat agama ambisi orang otak normal ya mardanikelimpungan,1
informasi bukti akurat ri korban imperialism lewat proxy info efektif cegah proxy perang aws konspirasi global pimpin tinggi,0
nomer nya indosat pulsa barusan sadar kalo pulsa rp pakai bangke,1
urus pilih pimpin urus mustahil ayat quran perintah umat islam pilih pimpin kriteria khusus umat mesti sadar posisi pimpin pilih agama bangsa,0
imf tahan kira tumbuh ekonomi global,0
si aseng rebut kaya indonesia,0
maksud gue otak manusia kampret kampung beda ya kampung kampung kalo kampung guyub pandang agama kalo raya suka bantu,1
presiden joko widodo proyek bangkit listrik mangkrak,0
kits doa moga presiden amanah fathonah shidiq tabligh,0
saweranjateng sawerandirmanida sudirman said ida fauziyah sudirman said bicara jabat periode,0
rezim plonga plongo kacung china uda plonga plongo dungu,1
maklum cebong daya ingat paro,1
salah pikir akut emang susah meme haram eh bikin meme goblok sih,1
bodoh cerita cinta seperti tolol,1
aman abdurrahman pidana mati terorisme aksi terorisme bom bunuh jihad ajak istri anak anak teroris teoristidakberakal,0
rezim soeharto izin luas juta hektare kontrak anyar freeport,0
kapolres tanggung silaturahim tokoh masyarakat wujud pilkada damai,0
masyarakat percaya hitam putih dunia percaya agamawan komunis okok dukung larang rokok kerja keras sukses kutipan,0
kren anies gubernur negosiasi menteri presiden negara menteri laku moga ridho berkah anies,0
ambang batas efisiensi biaya demokrasi rezim orang pimpin reformasi perintah demokratis,0
soign restoran pegang konsep ragam gabung budaya korea makan makan internasional paris italia amerika gambar bawah,0
dungu bagak sok pintar dungu nya liat,1
paket komplit misuh pagi dengar goblok jancok anjing diberkati telinga,1
kemarin lengan kekar banget kek tinju gitu ketiak hitam foto lengan ketiak putih kek dibedakin,1
tai dah adik adik kreator plokis kerja bocah au,1
tunjuk nama entitas agama kristen jawa nama masjid islam jawa sunda batak kecuali istilah pampang islam jawa islam jogja islam malaysia islam arab,0
fokus grup bahas giat model integrasi ekonomi dukung cepat industrialisasi ikan kabupaten nunukan kerja ersama,0
cikal buzzer ribu perak cuitan panasbung,1
bangau liat cupu nya kelom sono emak,1
ah akhir pekan tai emang,1
eh sori bangetnih milton bennet lu kalo bilang simpati empati goblok,1
gubernur jatim target jembatan widang selesai lebaran,0
gmni nya organisasi mahasiswa tahan tahan ajar karno presiden turun tampuk kuasa rejim orde eksistensi konsistensi gmni tahan lewat,0
bang kristen istri muslim strategi,0
eh bangsat benar nih jaring keparat lo kerja kagak sih gabut bangsat mahal doang fasilitas kaya anjing babi,1
sayang anak ya serah polisi biar didik,0
sengkuni tukang ramal ramal anies selamat bangsa mulutmu sengkuni percaya masuk neraka lo percaya amin rais si tukang ramal,1
manis anjir kuat gua le,1
gue bom baca mager asu mending vn kwkwkwkwkw,1
coba sikap bodo hidup kalo salah manusia,0
nyari tuyul unn unnie,0
naila jarang interaksi eh kamu dah uv si mata sipit sih,0
buru buru tolak wacana pilkada dprd milu milu,0
cekikik banget anjing si ngentot blowjob muntah ayam,1
jt dukung jokowi menang pilih presiden biar kaum sumbu pendek kejang kejang,1
pandang orang agama kaya peduli agama orang tulis kristen jidat kalo dekat langsung nyes pikir harus maju langkah,0
